Date,High,Low,Open,Close,Volume,Adj Close
1984-12-03,0.6861719262595835,0.6940696858527039,0.6884281027210656,0.6958780278278963,0.6251559393303557,0.6958780278278963
1984-12-04,0.6875015334060858,0.6966296611793065,0.6820881726078052,0.6987072061469469,0.5954691848687557,0.6987072061469469
1984-12-05,0.6829748927991312,0.6899509780889846,0.6850689086251895,0.6891844486345031,0.6114403751439811,0.6891844486345031
1984-12-06,0.6799783962779459,0.687955169163811,0.675037988041138,0.692697638549111,0.6271559615528336,0.692697638549111
1984-12-07,0.6804048663142798,0.6903278441505315,0.6787392707629397,0.6884096984843313,0.5944347424703492,0.6884096984843313
1984-12-10,0.6795036854802826,0.6847446046197632,0.6742227648978617,0.6913152585591998,0.5945916671811486,0.6913152585591998
1984-12-11,0.6775543233304914,0.6905056659329738,0.6772839675805515,0.6919991551547691,0.5924034055164715,0.6919991551547691
1984-12-12,0.6765828848580964,0.689553304363448,0.6780048490468061,0.6881188096109199,0.5887512377711432,0.6881188096109199
1984-12-13,0.6737933301255472,0.6820824834956172,0.6739177116488301,0.6816710714422309,0.593465866978951,0.6816710714422309
1984-12-14,0.6770833167874217,0.6817827459872495,0.6671260594772438,0.6866680975249777,0.6232623716068232,0.6866680975249777
1984-12-17,0.676808881058709,0.686174702647147,0.6723904392855751,0.6919081301107929,0.6118233622703544,0.6919081301107929
1984-12-18,0.7067575476541724,0.6928776979298793,0.6779108091332938,0.7207714558490267,0.7373463094345394,0.7207714558490267
1984-12-19,0.7120573313431086,0.7127328325812907,0.7083162509296091,0.713605847509264,0.697764326891328,0.713605847509264
1984-12-20,0.7011875365980644,0.7083340613891793,0.7007683752497122,0.7075361149980863,0.6189637412390396,0.7075361149980863
1984-12-21,0.6919746527832568,0.6967321506141385,0.6940965542939129,0.7008511013327344,0.6343058536900791,0.7008511013327344
1984-12-24,0.6947840071118991,0.7014990843116237,0.6873333103549767,0.7081874663761836,0.5264402307602103,0.7081874663761836
1984-12-26,0.6926428534193265,0.705667810614762,0.6950619997343482,0.7053461225410493,0.49738794779546813,0.7053461225410493
1984-12-27,0.6898813904056336,0.7004904634536058,0.6920693674458237,0.6996568246196971,0.5664162170429146,0.6996568246196971
1984-12-28,0.6876687256875715,0.6999216726016095,0.6860766676080702,0.7021020564533892,0.5832043133316069,0.7021020564533892
1984-12-31,0.693703923330865,0.7015293809548114,0.688652981803674,0.7076344128232317,0.5903922925171337,0.7076344128232317
1985-01-02,0.6917699785485242,0.6950629561415116,0.69420404671407,0.6943513290873335,0.5601021593777846,0.6943513290873335
1985-01-03,0.6833000192996532,0.6889607318273837,0.6804892311954706,0.6881045567387907,0.6088118250455288,0.6881045567387907
1985-01-04,0.6715323670280101,0.6814789279925164,0.6737689523152622,0.6812359837550642,0.5835275788518121,0.6812359837550642
1985-01-07,0.671668521019602,0.6826600475173632,0.6666743409622286,0.6840463133924053,0.6028106223679043,0.6840463133924053
1985-01-08,0.6698609275108889,0.6832566156183522,0.6696352567394769,0.681448184579535,0.6149797777832989,0.681448184579535
